postId,Score,userId,ViewCount,CommentCount,Reputation,Views,UpVotes,DownVotes
11505,1,834,1256,2,136,45,8,0
11527,2,4868,825,1,11,3,0,0
11531,5,4705,1459,0,240,44,11,0
11541,1,3443,2459,0,275,37,19,0
11544,5,4872,1116,0,1183,140,157,15
11546,2,2767,850,1,123,6,1,0
11578,1,4624,745,2,6,14,0,0
11580,1,4887,718,0,31,19,3,0
11583,1,4290,839,3,517,64,40,0
11590,2,4496,1305,6,1015,190,2,0
11595,5,4496,3555,5,1015,190,2,0
11622,11,3094,786,0,248,68,40,0
11628,11,4903,2158,2,144,32,0,0
11632,4,4496,1632,0,1015,190,2,0
11634,5,4048,1254,2,389,37,411,1
11636,3,4906,2928,2,16,2,0,0
11645,5,2800,1280,4,105,13,4,0
11646,9,2952,1177,2,180,14,3,0
11650,7,1977,1084,2,830,124,111,0
11653,3,183,1859,0,22625,4069,2496,45
11657,3,4915,664,0,16,3,0,0
11661,5,427,2250,0,38,10,17,0
11662,3,4917,764,2,18,1,0,0
11676,6,4496,2294,3,1015,190,2,0
11677,4,834,817,0,136,45,8,0
11682,4,1079,3392,2,192,33,8,0
11699,1,4933,1335,3,109,3,4,0
11703,1,4496,1285,1,1015,190,2,0
11713,5,4903,974,1,144,32,0,0
11714,3,4373,1335,1,55,5,8,0
11724,2,333,5821,2,1233,104,75,4
11795,1,4898,1130,1,119,20,0,0
11800,4,4968,1029,4,23,7,0,0
11807,8,4862,796,5,3544,460,358,3
11808,4,2566,926,0,122,24,7,0
11812,11,4054,1527,3,495,38,0,0
11821,4,4496,862,0,1015,190,2,0
11829,2,4496,1280,2,1015,190,2,0
11835,4,4498,1133,5,242,36,0,0
11850,2,4989,1967,0,11,3,0,0
11859,2,4290,845,0,517,64,40,0
11869,2,2040,1730,0,790,428,262,12
11876,3,4496,2367,0,1015,190,2,0
11887,3,5003,875,8,464,90,428,0
11899,3,3401,4256,21,375,30,31,0
11919,3,3903,1068,4,476,181,363,1
11923,2,4716,2910,0,96,11,0,0
11924,4,333,4937,0,1233,104,75,4
11927,6,5023,3628,0,33,6,5,0
11935,0,4903,1105,3,144,32,0,0
11945,1,5029,1168,5,16,6,0,0
11947,6,5034,7841,5,143,4,0,0
11950,6,333,1454,1,1233,104,75,4
11959,4,704,953,6,577,64,51,0
11960,1,6245,867,4,85,38,3,0
11971,6,5040,2185,0,31,6,0,0
11985,4,333,1251,0,1233,104,75,4
11987,5,1390,2328,0,10476,1165,602,34
11989,2,5045,2887,1,14,8,0,0
11991,6,5046,749,0,31,1,0,0
12005,4,5049,1503,1,21,0,0,0
12007,2,5050,2405,0,13,0,0,0
12023,1,5058,662,0,34,11,2,0
12029,9,253,1321,2,5309,1147,1160,5
12030,5,5058,2397,1,34,11,2,0
12039,0,4498,1716,11,242,36,0,0
12046,3,253,831,0,5309,1147,1160,5
12054,5,5075,1016,2,26,0,0,0
12059,2,1762,782,3,197,18,2,0
12067,2,5003,799,9,464,90,428,0
12068,2,4317,2048,3,113,5,2,0
12069,2,2044,797,4,258,15,21,0
12072,0,4898,1239,1,119,20,0,0
12087,3,5084,6676,4,28,8,2,0
12090,4,5085,871,0,23,0,6,0
12094,1,4898,1961,2,119,20,0,0
12107,2,3140,2374,0,259,69,31,2
12112,2,5057,1932,1,130,8,2,0
12118,6,5003,1252,3,464,90,428,0
12119,2,5090,669,4,13,1,0,0
12124,1,3998,2558,0,6,2,0,0
12151,10,4267,4609,0,81,3,1,0
12152,5,1760,695,2,335,7,8,0
12155,6,5014,1188,1,31,0,2,0
12156,2,5102,712,0,11,0,0,0
12163,0,1763,720,1,592,212,19,0
12177,5,4754,652,1,833,39,46,0
12186,2,5114,3438,2,152,24,3,0
12187,6,2485,1478,0,2012,216,458,17
12197,4,3443,1043,0,275,37,19,0
12205,1,776,967,3,1895,312,225,1
12223,5,5125,2064,0,26,7,0,0
12225,4,5126,2381,3,76,16,0,0
12232,11,118,15260,1,473,60,46,0
12260,3,4754,1105,0,833,39,46,0
12261,5,5137,2210,3,181,20,0,0
12273,7,5137,2872,2,181,20,0,0
12275,5,5137,687,2,181,20,0,0
12282,1,3994,1183,0,18,16,7,0
12285,5,5137,3054,5,181,20,0,0
12290,0,5146,1503,5,9,7,0,0
12294,2,5148,782,1,11,1,0,0
12305,3,3762,1132,2,138,41,9,1
12313,9,4496,4127,2,1015,190,2,0
12320,11,5111,678,0,275,58,6,0
12330,4,5111,2907,1,275,58,6,0
12341,6,5172,920,3,356,21,7,0
12345,0,5137,1333,1,181,20,0,0
12355,5,3058,797,0,1123,117,124,1
12378,3,3052,2638,0,185,24,8,0
12382,6,2652,1163,0,179,47,4,0
12385,6,1939,1072,2,151,33,11,0
12389,4,5187,1367,0,36,11,2,0
12392,6,5189,4267,1,164,25,5,0
12395,5,4496,1605,0,1015,190,2,0
12397,4,5193,4024,15,143,15,8,0
12398,11,5192,91848,2,161,7,0,0
12404,7,4238,15419,0,365,25,22,0
12405,3,4812,896,0,2052,159,505,4
12410,0,5196,3041,6,110,3,0,0
12411,4,5126,1010,7,76,16,0,0
12412,1,1121,2727,3,130,10,6,0
12415,4,5199,1980,2,21,3,0,0
12432,1,5205,1844,4,6,1,0,0
12435,5,5206,2298,0,105,5,2,0
12438,3,4496,858,3,1015,190,2,0
12446,2,5215,1521,0,11,1,0,0
12461,7,4002,2829,1,192,16,0,0
12465,2,5221,888,3,184,131,35,0
12469,1,5280,855,3,480,85,23,1
12484,8,5226,2891,5,94,19,8,0
12490,3,5229,752,0,16,2,0,0
12495,4,4809,5706,3,121,6,0,0
12498,4,4485,834,3,881,61,492,17
12517,4,3591,3407,5,304,30,55,0
12546,5,4670,1343,6,179,25,0,0
12554,3,1720,771,1,441,65,38,0
12558,8,5252,1084,0,160,6,2,0
12562,4,3301,696,4,533,44,12,0
12573,3,8101,1551,3,748,194,152,1
12580,0,3903,792,0,476,181,363,1
12587,0,5218,691,6,26,13,0,0
12588,4,5267,969,2,53,6,3,0
12592,2,5244,2774,1,180,14,8,0
12597,4,5271,1789,6,26,9,3,0
12605,4,845,3511,2,597,46,22,0
12612,6,3670,1674,3,21,8,0,0
12623,1,333,1257,0,1233,104,75,4
12643,3,5281,806,2,35,5,0,0
12651,8,401,744,4,6906,1070,394,6
12661,0,5290,667,2,101,0,0,0
12665,5,5291,1064,4,26,4,0,0
12673,4,5212,1584,1,140,8,2,0
12681,3,2830,1547,2,246,16,53,0
12687,11,2798,865,0,1942,189,366,2
12706,1,333,900,13,1233,104,75,4
12715,3,5280,757,2,480,85,23,1
12725,1,3331,686,3,1068,67,30,1
12726,3,5307,857,0,16,1,0,0
12739,4,3310,1595,2,735,98,69,0
12753,2,5029,1755,4,16,6,0,0
12756,6,5280,718,9,480,85,23,1
12759,4,3572,728,0,494,133,56,2
12762,6,3586,642,3,177,12,1,0
12763,10,88,649,1,14082,3320,4235,126
12765,8,5317,3673,0,53,6,2,0
12769,0,4559,2545,7,724,64,72,0
12772,3,5126,1623,0,76,16,0,0
12781,2,5320,2148,1,11,0,0,0
12790,2,5218,995,0,26,13,0,0
12796,6,5137,3162,12,181,20,0,0
12797,6,5325,2714,0,133,5,3,0
12810,9,5331,2737,3,148,2,2,0
12819,5,2164,1168,3,922,185,65,1
12823,3,5336,785,0,118,1,2,0
12843,4,2513,3264,7,399,63,68,0
12853,8,2164,742,1,922,185,65,1
12854,10,4716,11916,0,96,11,0,0
12857,10,333,2000,0,1233,104,75,4
12867,4,5345,2129,0,21,0,0,0
12869,4,4278,1443,6,961,124,35,0
12873,3,5346,1309,0,90,14,0,0
12907,3,3301,955,2,533,44,12,0
12919,3,4337,2348,4,699,60,75,2
12922,4,2164,814,1,922,185,65,1
12936,3,4837,1622,3,41,3,0,0
12945,4,4496,664,5,1015,190,2,0
12953,5,3572,2302,2,494,133,56,2
12969,7,5383,734,0,165,19,11,0
12980,1,4147,4443,0,290,53,23,0
12984,2,4128,1679,2,157,10,3,0
12993,9,4829,1928,1,637,32,146,1
13000,3,5388,1952,2,16,3,0,0
13004,6,5114,1035,1,152,24,3,0
13018,5,8101,1235,2,748,194,152,1
13019,7,5351,1422,0,249,24,12,0
13047,3,559,986,2,485,44,9,0
13053,5,5398,4029,2,33,1,2,0
13056,9,1106,1392,0,2410,140,202,2
13065,1,3748,8386,1,1391,589,237,7
13091,1,4679,724,0,186,16,7,0
13095,2,5412,3084,1,13,3,0,0
13103,3,5413,989,2,120,1,4,0
13106,1,5335,988,2,44,4,0,0
13112,8,5240,12732,4,102,19,12,0
13126,2,5405,668,0,407,164,40,0
13132,8,196,1019,7,6140,649,497,114
13142,3,1106,3930,0,2410,140,202,2
13152,1,5405,943,4,407,164,40,0
13159,5,253,823,1,5309,1147,1160,5
13169,7,5441,1354,0,136,1,0,0
13186,6,5447,820,4,191,19,3,0
13213,0,5405,4868,1,407,164,40,0
13252,3,3310,841,0,735,98,69,0
13262,2,8101,4063,0,748,194,152,1
13264,6,2728,813,2,926,67,7,0
13266,9,4238,11074,3,365,25,22,0
13267,4,333,1374,0,1233,104,75,4
13272,8,5474,2456,2,143,2,0,0
13275,2,5392,2717,9,146,55,7,0
13300,3,5351,7547,1,249,24,12,0
13306,3,2750,1425,2,821,101,187,3
13318,4,5491,1089,0,21,11,0,0
13322,1,2251,919,0,243,29,6,0
13326,5,2921,2537,1,1177,153,804,48
13329,4,5496,678,0,28,12,0,0
13331,4,4496,1246,0,1015,190,2,0
13334,3,686,1395,0,44152,7357,2156,82
13342,5,3572,925,4,494,133,56,2
13346,11,54,1157,1,360,18,21,2
13353,7,5501,4184,7,136,12,3,0
13371,8,5507,839,7,148,23,1,0
13382,5,5471,952,1,439,73,38,0
13399,9,2164,21177,1,922,185,65,1
13412,5,5519,7687,0,128,4,2,0
13419,7,1106,1024,1,2410,140,202,2
13430,2,5275,1111,7,31,4,3,0
13433,3,5522,1629,4,72,26,0,0
13442,8,4226,1528,2,245,19,14,0
13446,1,25133,1678,0,477,46,96,1
13456,3,4278,728,5,961,124,35,0
13458,2,5509,2220,1,1403,323,161,7
13462,0,5533,885,2,1,1,0,0
13465,2,5397,4982,1,177,70,0,0
13468,5,5397,642,5,177,70,0,0
13470,0,5392,706,0,146,55,7,0
13471,2,25133,1082,2,477,46,96,1
13487,4,2164,1026,0,922,185,65,1
13499,4,5548,947,10,121,4,0,0
13500,3,5549,3928,5,170,15,8,0
13509,5,1965,721,0,240,20,26,0
13510,7,1381,2294,0,3533,299,910,34
13526,1,2149,7716,2,120,15,17,0
13532,7,25133,1981,2,477,46,96,1
13533,4,1763,697,0,592,212,19,0
13535,3,3541,1858,2,366,9,16,0
13550,1,5405,832,9,407,164,40,0
13560,6,25133,1764,2,477,46,96,1
13564,1,5570,1136,1,6,3,0,0
13568,4,5555,1769,0,111,14,3,0
13582,1,4496,4423,1,1015,190,2,0
13584,3,5582,647,6,35,27,0,0
13586,3,2050,1331,2,160,1,11,0
13617,7,5588,1450,0,116,9,4,0
13623,5,5595,8892,3,126,4,1,0
13636,1,5907,1722,0,162,66,3,0
13637,3,4290,777,2,517,64,40,0
13643,9,3541,2513,0,366,9,16,0
13655,5,5609,2306,5,26,4,0,0
13658,1,3301,1745,1,533,44,12,0
13659,7,5546,1492,0,482,70,4,0
13666,1,5582,6230,3,35,27,0,0
13675,7,5615,701,0,218,15,0,0
13676,6,862,5658,1,531,90,2,0
13685,1,5405,2405,0,407,164,40,0
13690,10,386,1677,8,891,185,55,0
13705,3,5625,659,0,16,6,0,0
13707,4,5626,17198,0,21,9,0,0
13709,2,5631,1063,0,13,1,0,0
13726,0,5633,921,1,1,0,0,0
13736,2,5636,666,0,113,3,1,0
13747,5,5546,1402,4,482,70,4,0
13757,4,5647,1551,0,97,56,0,0
13778,1,5657,650,4,16,16,1,0
13781,4,5666,3353,6,21,9,0,0
13783,5,795,658,7,5606,967,1547,8
13784,9,3835,8974,0,1329,119,157,1
13786,2,1887,750,2,38,31,7,0
13788,5,5661,3881,3,126,8,1,0
13805,0,5647,1124,1,97,56,0,0
13810,4,5228,10881,2,141,9,0,0
13817,3,253,1542,2,5309,1147,1160,5
13828,3,5672,1036,3,18,8,0,0
13833,3,5647,669,0,97,56,0,0
13834,3,5676,783,6,75,21,1,0
13845,7,5683,2008,1,138,7,0,0
13850,1,5686,2508,3,6,1,0,0
13853,4,5647,1320,0,97,56,0,0
13855,9,5674,4751,1,71,6,0,0
13857,2,5027,1070,3,58,9,1,0
13862,1,5688,918,0,106,1,0,0
13869,6,36,2119,0,1570,173,26,1
13875,6,25133,869,0,477,46,96,1
13880,7,5646,7295,0,229,10,57,0
13902,5,5647,2293,0,97,56,0,0
13927,5,1977,1600,10,830,124,111,0
13932,6,253,1072,1,5309,1147,1160,5
13936,8,3277,2380,0,13898,2866,869,12
13941,5,5718,1512,0,26,2,0,0
13952,2,5647,1230,5,97,56,0,0
13954,1,1763,804,2,592,212,19,0
13961,2,2164,688,19,922,185,65,1
13984,8,5346,717,6,90,14,0,0
13989,0,5907,1523,4,162,66,3,0
13999,9,3488,697,0,1463,221,427,4
14004,4,5771,3052,0,23,6,0,0
14005,5,5180,3948,0,43,5,1,0
14009,3,1513,1175,0,809,84,12,3
14033,4,4278,856,0,961,124,35,0
14034,4,5750,2681,0,61,3,4,0
14045,1,2817,981,0,9604,1244,1437,8
14048,3,25133,1094,4,477,46,96,1
14059,8,5754,1349,1,131,17,7,0
14061,5,2728,2876,5,926,67,7,0
14064,1,5761,1514,2,106,3,0,0
14072,0,5729,648,1,414,67,15,5
14076,3,5405,4932,3,407,164,40,0
14079,2,5764,1696,1,446,77,20,0
14082,2,5765,835,5,11,15,0,0
14088,11,442,4554,8,6431,973,857,21
14089,9,5705,11832,6,176,12,6,0
14095,6,5773,2778,1,31,9,0,0
14099,5,5767,1889,0,98,6,0,0
14101,3,5674,3331,3,71,6,0,0
14108,9,2635,1685,1,393,75,38,1
14110,3,5775,1305,2,118,8,0,0
14113,2,5776,790,4,11,2,0,0
14118,4,25133,7773,3,477,46,96,1
14127,5,2164,1908,0,922,185,65,1
14140,9,5429,2797,6,1855,294,406,1
14143,4,3572,761,0,494,133,56,2
14146,5,5768,3380,3,26,1,4,0
14147,3,18462,4023,9,208,23,16,0
14153,3,5907,706,1,162,66,3,0
14158,5,333,1931,0,1233,104,75,4
14175,8,333,688,0,1233,104,75,4
14183,0,3584,2196,2,140,12,0,0
14206,9,2513,3460,4,399,63,68,0
14220,6,5835,685,18,133,5,1,0
14231,1,3678,775,0,145,14,1,0
14237,0,5383,720,5,165,19,11,0
14246,6,4048,5977,5,389,37,411,1
14301,9,5841,830,10,146,2,2,0
14322,1,1463,696,0,123,3,12,0
14323,4,196,879,0,6140,649,497,114
14324,3,2566,2714,3,122,24,7,0
14332,6,825,3650,9,138,7,1,0
14336,1,5855,943,0,6,13,0,0
14360,3,333,1276,3,1233,104,75,4
14368,4,5860,1295,5,123,13,1,0
14374,2,686,674,6,44152,7357,2156,82
14377,5,5864,10430,8,549,105,40,1
14381,2,2164,1730,4,922,185,65,1
14383,2,1126,797,0,299,30,9,2
14393,1,5628,777,1,116,12,2,0
14399,4,5191,709,2,583,286,57,0
14408,9,2849,3553,0,576,76,18,0
14410,1,5705,2521,6,176,12,6,0
14426,3,8101,801,0,748,194,152,1
14434,8,5785,1450,1,150,7,6,0
14444,3,5509,655,2,1403,323,161,7
14448,1,825,1829,2,138,7,1,0
14449,5,5837,700,6,754,74,28,0
14457,2,5397,865,11,177,70,0,0
14458,2,5875,2391,1,11,5,0,0
14471,4,5881,1120,1,21,16,0,0
14473,3,1991,749,3,668,120,68,1
14480,3,3376,987,0,929,86,41,2
14481,4,3874,1449,1,1525,262,49,0
14482,9,5887,3241,2,46,9,0,0
14497,4,87,3161,5,740,89,58,2
14504,4,4872,1706,9,1183,140,157,15
14515,5,5896,1043,0,128,7,1,0
14516,4,2798,3072,4,1942,189,366,2
14522,7,1513,953,1,809,84,12,3
14523,6,1220,743,2,68,7,17,0
14524,11,25133,15780,6,477,46,96,1
14531,0,5899,643,4,1,0,0,0
14539,2,5903,1601,4,14,3,0,0
14546,6,5837,2387,7,754,74,28,0
14547,3,5405,3661,0,407,164,40,0
14548,1,5905,997,0,32,16,0,0
14561,3,5913,673,0,130,3,0,0
14572,2,5917,5744,5,11,6,0,0
14578,4,5920,2497,5,23,2,0,0
14585,10,5921,17019,2,70,19,2,0
14595,5,740,855,0,305,92,41,2
14616,3,5837,3692,0,754,74,28,0
14620,4,3376,2104,4,929,86,41,2
14634,7,5837,8346,1,754,74,28,0
14643,3,5931,2414,8,228,34,13,0
14673,8,8101,4630,2,748,194,152,1
14679,1,8101,734,2,748,194,152,1
14682,0,5405,1459,1,407,164,40,0
14689,3,2164,670,4,922,185,65,1
14697,2,5946,774,0,311,36,17,1
14711,2,5950,1032,5,11,7,0,0
14721,7,5509,788,2,1403,323,161,7
14742,6,5962,7392,0,31,13,0,0
14754,1,2101,1461,0,211,14,3,0
14757,3,803,2583,2,118,13,0,0
14765,1,5965,1638,0,6,17,0,0
14785,2,5837,734,3,754,74,28,0
14793,3,988,775,0,168,61,31,0
14798,3,4342,1683,0,193,6,1,0
14803,6,5837,1048,5,754,74,28,0
14810,2,5963,4440,0,23,10,0,0
14822,4,5989,2036,2,26,18,3,0
14827,2,5691,992,0,133,13,1,0
14832,3,5992,1064,2,118,9,0,0
14838,0,5351,2001,0,249,24,12,0
14842,4,5405,965,0,407,164,40,0
14850,1,4496,711,0,1015,190,2,0
14853,6,2040,3311,0,790,428,262,12
14872,3,5405,3599,8,407,164,40,0
14876,8,3722,2053,1,193,32,1,0
14877,2,2617,1219,3,156,18,0,1
14914,10,5405,14256,5,407,164,40,0
14922,1,4812,955,0,2052,159,505,4
14942,1,4705,784,1,240,44,11,0
14947,8,442,2646,3,6431,973,857,21
14948,0,5808,1203,5,105,24,4,0
14951,9,1261,6161,7,188,22,3,0
14955,7,6019,829,1,38,2,1,0
14957,1,4278,899,6,961,124,35,0
14966,4,6056,1972,2,83,12,0,0
14976,8,1934,722,0,4957,578,329,11
14978,3,3406,859,2,135,26,21,0
14986,6,6068,1393,0,33,10,0,0
14987,5,3950,672,2,26,4,0,0
15007,6,6087,659,14,78,16,0,0
15008,5,6081,1896,0,26,5,0,0
15021,4,6096,2628,3,719,321,113,2
15025,3,6101,2685,1,16,9,0,0
15028,2,6103,920,0,165,26,7,0
15031,0,6104,884,5,13,10,0,0
15036,6,2040,1995,0,790,428,262,12
15039,5,2192,986,5,206,12,1,0
15043,1,6111,2390,2,6,7,0,0
15047,4,6112,1818,0,51,6,0,0
15052,3,6116,1174,0,16,2,0,0
15058,6,6050,1723,4,34,2,0,0
15062,11,3406,1006,2,135,26,21,0
15064,0,3376,883,2,929,86,41,2
15068,6,6128,881,6,31,3,0,0
15070,6,3577,918,0,688,23,19,0
15075,4,2728,1377,0,926,67,7,0
15076,3,740,880,2,305,92,41,2
15090,2,6134,810,6,11,3,0,0
15104,7,6133,1312,2,116,13,3,0
15114,1,6143,1527,0,6,2,0,0
15127,7,2728,924,9,926,67,7,0
15130,1,3900,2318,7,32,2,0,0
15141,4,6153,3393,2,96,32,8,0
15145,7,6155,1233,0,36,9,0,0
15154,3,740,644,0,305,92,41,2
15157,6,6096,2163,3,719,321,113,2
15158,3,4290,1383,0,517,64,40,0
15160,2,5429,1206,0,1855,294,406,1
15163,0,6104,1853,4,13,10,0,0
15164,2,4751,798,0,334,85,103,0
15167,3,6159,659,1,18,3,0,0
15168,3,6096,712,3,719,321,113,2
15171,5,6161,1012,4,26,2,0,0
15187,3,561,2619,1,2002,186,155,11
15198,7,2513,1422,0,399,63,68,0
15207,7,6178,7179,1,216,43,0,0
15224,2,6184,1351,1,11,1,0,0
15225,1,6185,707,0,109,13,0,0
15227,1,2902,862,0,814,86,98,0
15228,1,6096,1355,0,719,321,113,2
15261,2,5405,723,8,407,164,40,0
15287,6,4278,1287,6,961,124,35,0
15289,8,1636,4894,0,362,45,12,0
15299,2,6213,696,2,11,0,0,0
15303,2,5509,1670,1,1403,323,161,7
15305,5,3748,5109,1,1391,589,237,7
15307,4,6220,1472,0,21,2,0,0
15319,0,6224,2864,3,1,3,0,0
15324,2,6225,10355,0,31,5,0,0
15329,5,6209,1819,0,38,8,4,0
15336,2,6229,4578,0,11,7,0,0
15338,7,5977,3043,0,41,9,3,0
15349,10,6233,6573,4,51,5,0,0
15350,5,25,842,0,4968,641,328,23
15387,3,2387,795,0,249,22,4,0
15413,2,6096,1203,3,719,321,113,2
15422,1,4701,1536,2,408,90,12,0
15423,4,6255,2086,2,21,5,0,0
15424,5,3125,1297,1,582,56,3,0
15427,5,5405,1918,0,407,164,40,0
15429,4,6259,12640,0,21,12,3,0
15447,0,6265,1515,3,6,3,0,0
15448,3,6266,2211,1,25,5,1,0
15456,2,253,23434,0,5309,1147,1160,5
15463,2,6096,1043,2,719,321,113,2
15469,6,704,1288,0,577,64,51,0
15475,2,6277,1349,6,11,5,0,0
15486,1,5189,2866,0,164,25,5,0
15496,2,6284,1250,0,11,2,0,0
15497,5,6285,1142,5,26,9,0,0
15501,2,5405,4186,2,407,164,40,0
15511,7,2221,1368,0,283,22,2,0
15514,4,6290,735,3,21,5,0,0
15522,3,6292,1652,0,155,20,7,0
15526,10,6295,1310,0,53,7,1,0
15540,3,6302,1848,6,16,2,0,0
15548,4,5740,694,5,33,4,0,0
15552,3,6310,3431,3,16,0,0,0
15556,6,6311,1007,0,31,5,0,0
15569,3,6318,9494,2,16,6,0,0
15570,2,6319,656,1,11,6,0,0
15574,6,2595,3130,0,101,4,8,0
15577,7,6649,1419,1,148,24,53,0
15580,5,6328,736,0,26,2,0,0
15581,4,6096,1780,1,719,321,113,2
15584,2,6096,782,6,719,321,113,2
15585,4,6329,1127,3,624,44,91,0
15592,0,5628,652,0,116,12,2,0
15596,2,5740,1250,7,33,4,0,0
15598,0,6096,676,4,719,321,113,2
15603,3,1475,978,1,347,12,10,2
15608,2,704,966,4,577,64,51,0
15631,4,6256,1191,4,101,4,0,0
15635,5,179,1371,0,1416,147,352,10
15641,3,5705,11570,0,176,12,6,0
15649,3,6096,1175,6,719,321,113,2
15651,6,4903,7990,4,144,32,0,0
15664,8,4751,4434,0,334,85,103,0
15686,2,6355,646,0,292,39,3,0
15692,7,6357,1198,4,36,4,0,0
15696,4,5344,6468,0,182,23,3,0
15707,1,6096,1878,0,719,321,113,2
15722,5,5344,14287,0,182,23,3,0
15724,4,5344,7527,2,182,23,3,0
15728,1,6365,646,1,6,0,0,0
15735,3,6366,654,1,131,4,40,0
15738,3,4290,1086,0,517,64,40,0
15741,1,190,994,0,1166,146,482,24
15744,6,253,1506,5,5309,1147,1160,5
15749,3,6096,10520,0,719,321,113,2
15761,5,6377,3846,0,26,2,0,0
15770,4,2040,1277,2,790,428,262,12
15777,5,5404,813,2,263,30,15,0
15791,5,6389,860,1,41,6,5,0
15798,1,190,3791,1,1166,146,482,24
15800,1,6392,815,2,6,1,0,0
15815,1,6313,669,0,106,3,2,0
15824,1,6410,711,0,9,0,0,0
15839,6,6112,1440,5,51,6,0,0
15840,5,253,682,5,5309,1147,1160,5
15841,4,562,4975,5,173,21,6,0
15842,2,6096,9195,3,719,321,113,2
15867,3,6423,2076,0,16,3,0,0
15872,9,6424,703,0,46,0,0,0
15889,0,6428,1024,2,101,3,1,0
15891,1,4925,757,1,308,11,73,0
15897,5,6430,1707,0,28,4,0,0
15900,10,6082,1358,0,1815,265,106,3
15940,7,6446,2549,6,1396,117,93,0
15950,2,4559,2194,3,724,64,72,0
15951,8,5936,3781,1,156,30,0,0
15957,1,21360,812,2,105,16,2,0
15967,7,1871,753,1,422,34,36,0
15970,7,6087,1473,4,78,16,0,0
15974,0,5405,1268,4,407,164,40,0
15978,7,6453,8994,0,138,4,3,0
15981,5,6096,14423,0,719,321,113,2
15982,3,6460,3279,3,16,5,0,0
15983,3,6461,1811,3,16,5,0,0
15984,4,6096,648,2,719,321,113,2
16001,1,2669,1148,0,6078,776,1146,351
16003,3,6178,1541,2,216,43,0,0
16013,11,601,1344,2,13478,1286,283,17
16018,5,6475,6785,0,128,3,3,0
16032,0,5003,2643,6,464,90,428,0
16046,7,1260,1955,4,153,1,0,0
16069,6,847,801,3,591,67,15,0
16095,3,6096,4798,0,719,321,113,2
16098,3,6509,1646,1,16,1,0,0
16117,11,6519,12979,3,56,4,0,0
16121,2,6524,4571,1,111,2,0,0
16130,6,6371,1840,6,83,7,9,0
16146,5,6539,1067,2,128,3,0,0
16164,9,5837,41652,1,754,74,28,0
16170,2,5405,676,1,407,164,40,0
16178,2,5509,2080,6,1403,323,161,7
16185,2,2310,754,1,3016,2342,220,2
16193,2,6549,964,6,11,1,0,0
16218,10,5864,2545,2,549,105,40,1
16229,0,6558,1302,5,103,1,0,0
16230,7,1566,818,0,355,23,10,0
16239,1,2914,1066,0,152,36,9,0
16247,5,6566,4754,0,26,8,0,0
16262,7,183,666,0,22625,4069,2496,45
16263,7,6574,2076,1,136,7,0,0
16270,3,6178,673,6,216,43,0,0
16276,3,6577,1048,0,470,64,93,1
16282,5,6489,2603,3,511,356,33,3
16302,11,6592,800,2,156,9,1,0
16308,4,6596,930,0,21,0,0,0
16319,2,561,2640,1,2002,186,155,11
16320,4,6601,1366,4,21,1,0,0
16321,8,6076,727,9,176,51,15,0
16327,4,8101,2890,5,748,194,152,1
16331,7,6607,7350,1,36,4,0,0
16333,0,5464,956,0,384,62,8,1
16348,2,5405,1163,0,407,164,40,0
16349,10,4569,4237,3,84,12,3,0
16358,0,5405,1440,1,407,164,40,0
16362,2,6615,756,0,11,0,0,0
16364,1,6266,927,2,25,5,1,0
16365,1,6411,839,0,185,8,28,0
16407,7,6856,1043,1,36,2,0,0
16408,2,6630,2580,2,117,10,0,0
16413,5,6634,1206,13,126,2,0,0
16428,2,6636,1169,0,11,3,0,0
16432,3,6637,1234,3,890,61,43,0
16445,2,1261,3302,1,188,22,3,0
16456,3,5351,1588,0,249,24,12,0
16467,5,6096,5960,0,719,321,113,2
16480,9,6348,2822,4,153,12,4,0
16485,6,6640,653,3,741,171,36,1
16488,2,6653,1844,0,11,3,0,0
16501,10,6434,2245,0,467,48,11,0
16507,6,1005,795,5,3679,870,325,0
16508,5,6659,1293,0,28,7,0,0
16513,2,2310,1039,0,3016,2342,220,2
16514,2,6660,853,5,13,2,0,0
16516,10,179,4454,1,1416,147,352,10
16528,1,179,1540,5,1416,147,352,10
16533,10,6663,654,2,51,16,0,0
16540,1,4229,920,3,46,7,1,0
16546,2,6666,1785,1,941,104,22,0
16552,5,6668,845,4,26,3,0,0
16557,8,6670,881,2,56,9,2,0
16564,4,5864,2176,2,549,105,40,1
16565,8,6673,2060,1,94,36,0,0
16566,3,6673,974,0,94,36,0,0
16574,3,6673,1573,1,94,36,0,0
16576,1,6674,1753,0,20,9,6,0
16583,0,6675,3156,4,1,2,0,0
16597,5,2817,929,5,9604,1244,1437,8
16601,3,6681,808,2,26,7,0,0
16602,1,6096,1163,4,719,321,113,2
16605,1,5618,1741,5,197,15,14,0
16608,7,287,5068,3,847,73,19,0
16611,8,6687,5988,2,41,0,0,0
16630,9,6169,2380,4,436,24,74,0
16632,2,2921,1043,4,1177,153,804,48
16646,7,183,767,3,22625,4069,2496,45
16653,1,6699,1045,0,6,3,0,0
16665,8,4701,12363,2,408,90,12,0
16686,1,6076,1000,6,176,51,15,0
16688,1,6446,690,2,1396,117,93,0
16692,2,6096,2462,0,719,321,113,2
16709,3,6489,2116,1,511,356,33,3
16710,4,6666,1008,0,941,104,22,0
16721,2,22,2034,0,591,90,693,6
16727,3,6076,2794,5,176,51,15,0
16747,1,6625,3525,0,123,6,3,0
